verb,  query,  verb_translation, notes
spread, spreading cement, ausbringen
spread, spreading cream on face, einkremen, ?
spread, spreading legs, spreizen
strike, boxer striking on face, treffen
strike, boxer striking in pit, treffen
strike, striking a ball, treffen
strike, striking a baseball, treffen
strike, striking a snooker ball, treffen 
strike, jockey striking in polo, treffen
strike, striking for wages, streiken
strike, workers striking on street, streiken 
strike, striking for independence, streiken
strike, striking a match, anzünden
strike, striking a light thunderstorm, schlägen, ?
look, looking at watch, schauen
look, looking at time, schauen
look, looking for food in the bin, suchen
look, looking at the sky, anschauen
look, looking at stars, anschauen
look, looking after children, kümmern
look, looking at art, anschauen
look, looking at paintings, anschauen
look, looking for directions, suchen
look, looking through binoculars, schauen
look, looking through window, schauen
look, looking at pictures, anschauen
look, looking for clues, suchen
look, looking over valley, überblicken
look, looking over mountain, überblicken
look, looking for gold, suchen
look, looking for diamonds, suchen
hang, hanging from a tree, hängen
hang, hanging from the ceiling, hängen
hang, hanging a painting, aufhängen
hang, hanging in a closet, aufhängen
hang, hanging a man, aufhängen
hang, hanging a woman, aufhängen
hang, hanging body, aufhängen
hang, meat hanging, aufhängen
hang, hanging in the closet, aufhängen
hang, hang up the phone, auflegen
hang, hanging from a hook, hängen
hang, hanging out in park, abhängen
hang, hanging out at bar, abhängen
hang, tongue hanging out, hängen
hang, hang the wallpaper, tapezieren, ?
hang, hanging clothes, aufhängen
hang, hanging laundry, aufhängen
watch, watching television, fernsehen
watch, watching a game, anschauen
watch, watching the news, anschauen
watch, watching the sun, anschauen
watch, watching the sheep, aufpassen
watch, watching the horses, aufpassen
watch, watching children, aufpassen
watch, watching a parade, anschauen
watch, to watch a baby, aufpassen
watch, to watch the battle, beobachten
watch, watching birds, beobachten
watch, watching sunset, anschauen
watch, to watch the procession, anschauen
watch, watching a movie, anschauen
watch, watching the sky, beobachten
watch, watching the stars, beobachten
carry, carrying purse, tragen
carry, carrying bag, tragen
carry, carrying luggage, tragen
carry, carrying baby, tragen
carry, carrying boxes, tragen
carry, carrying water, tragen
carry, carrying drums, tragen
carry, carrying passengers, transportieren
carry, carrying out repairs, aussführen
carry, train carrying goods, transportieren
carry, donkey carrying supplies, transportieren
break, breaking eggs, zerbrechen
break, breaking car window, zerbrechen
break, breaking door, aufbrechen
break, breaking wall, abbrechen
break, breaking bread, brechen
break, breaking chains, zerbrechen
break, breaking contract, brechen
break, breaking prawns, aufbrechen
break, breaking into a house, einbrechen
break, break into pieces, brechen
break, breaking into safe, einbrechen
break, breaking down into tears, zusammenbrechen
break, breaking into laughter, ausbrechen
hit, hit by a car, überfahren
hit, hitting daughter, schlagen
hit, hitting children, schlagen
hit, hitting on a guy, anmachen
hit, hitting on a girl, anmachen
hit, hitting on women, anmachen
hit, hitting a golf ball, schlagen
hit, hitting baseball, schlagen
hit, hitting a tennis ball, schlagen
hit, hitting a snooker ball, anstoßen, ?
hit, hitting a nail, einschlagen
hit, hit on face, schlagen
hit, hit fist on table, schlagen
hit, hitting a button, drücken
hit, hitting head with hammer, schlagen
hit, hitting head by hand, schlagen
hit, hitting brakes, treten
cross, people crossing the river, überqueren 
cross, crossing the street, überqueren
cross, crossing legs, verschränken
cross, crossing fingers, verschränken
cross, crossing arms, verschränken
cross, crossing paths, kreuzen
cross, animals crossing road, überqueren
cross, crossing the border, überqueren
cross, crossing the bridge, überqueren
cross, crossing donkey and horse, kreuzen
squeeze, squeezing through door, quetschen
squeeze, squeezing eyes shut, zudrücken
squeeze, squeezing his arm, drücken
squeeze, squeezing hands, drücken
squeeze, squeezing lotion, ausdrücken
squeeze, squeezing lemon, ausdrücken
squeeze, squeezing through narrow way, quetschen
squeeze, squeezing a stress ball, drücken
squeeze, man squeezing through the gap, quetschen
squeeze, squeezing into a dress, zwängen
squeeze, squeezing a cloth, ausdrücken
squeeze, squeezing a toothpaste, ausdrücken
squeeze, squeezing milk from cow, melken
squeeze, squeezing massage, machen
ride, riding a bicycle, fahren
ride, riding a train, fahren
ride, riding the subway, fahren
ride, riding on a bull, reiten
ride, riding a horse, reiten
ride, riding a camel, reiten
ride, riding in a carriage, fahren
ride, riding a wave, reiten
ride, child riding on shoulders, reiten
ride, child riding piggyback, reiten
ride, riding a motorcycle, fahren
ride, riding on broomstick, reiten
ride, riding a cab, fahren
ride, riding a tricycle, fahren
ride, riding a skateboard, fahren
ride, riding bus, fahren
ride, riding a boat, fahren
ride, riding a snowmobile, fahren
call, calling a taxi, rufen, ein Taxi rufen
call, calling on mobile phone, anrufen, mit dem Handy anrufen
call, calling on telephone, anrufen, mit dem Telefon anrufen
call, calling for help, rufen, nach Hilfe rufen
call, calling out, ausrufen, ausrufen
call, calling a doctor, rufen,  einen Arzt rufen 
call, calling a friend, anrufen, einen Freund anrufen
lift, lifting the hat, ziehen, den Hut ziehen
lift, lifting the veil of a bride, heben, den Schleier ein Braut heben
lift, lifting a phone receiver, abheben, den Telefonhörer abheben
lift, lifing a pen, heben, den Füller heben
lift, lifting boxes, heben, Kisten heben 
lift, lifting the phone, abheben, das Telefon abheben
lift, man lifting weights, heben, ein Mann hebt Gewichte
lift, woman lifting weights, heben, eine Frau hebt Gewichte
lift, lifting up a baby, hochheben, ein Baby hochheben
lift, lifting water from wells, schöpfen,  Wasser aus dem Brunnen schöpfen
lift, lifting water from river, schöpfen,  Wasser aus dem Fluß schöpfen
lift, lifting stones, heben, Steine heben
lift, lifting finger, heben, einen Finger heben
lift, lifting potatoes from ground, aufheben, Kartoffeln vom Boden aufheben
lift, lifting carrots from ground, aufheben, Karotten vom Boden aufheben
read, reading a poem to audience, vorlesen, dem Publikum ein Gedicht vorlesen
read, reading a story to children, vorlesen, den Kindern eine Geschichte vorlesen
read, reading out loud, vorlesen, laut vorlesen
read, reading a book, lesen, ein Buch lesen
read, reading messages on phone, lesen, Nachrichten auf dem Telefon lesen
read, reading at university, studieren, an der Universität studieren
read, reading bible, lesen, die Bibel lesen
read, reading from laptop, ablesen, vom Laptop ablesen
read, doctor reading files, lesen, ein Arzt liest Akten
read, engineer reading blueprint, lesen, ein Ingenieur liest eine Blaupause
read, reading a manual, lesen, eine Anleitung lesen
lock, locking the door, abschließen, die Tür abschließen
lock, locking the gate, abschließen, das Tor abschließen
lock, locking the car, abschließen, das Auto abschließen
lock, locking bicycle, abschließen, das Fahrrad abschließen
lock, locking up in jail, einschließen,  ins Gefängnis einschließen
lock, locked in cell, einschließen, in eine Zelle einschließen
lock, locking arms,verschränken , Arme verschränken
lock, locking the horns, verschränken, Hörner verschränken
lock, locking lips, finden, Lippen finden einander
lock, locking eyes, finden, Augen finden einander
dust, dusting cake, bestäuben, einen Kuchen bestäuben
dust, dusting hands, bestäuben, die Hände bestäuben
dust, dusting furniture, abstauben, Möbel abstauben
dust, dusting screen, abstauben, den Bildschirm abstauben
dust, dusting kitchen, abstauben, die Küche abstauben
dust, dusting for evidence, suchen, nach Beweisen suchen
dust, dusting pies with sugar, bestäuben, die Torten mit Zucker bestäuben
dust, dusting floor, abstauben, den Boden abstauben
drive, driving a herd, treiben, eine Herde treiben
drive, driving a herd of sheep, treiben, eine Schafsherde treiben
drive, driving a car, fahren, ein Auto fahren
drive, driving a motorcycle, fahren, ein Motorrad fahren
drive, driving a wagon, fahren, einen Wagen fahren
drive, driving a ball, vorantreiben, einen Ball vorantreiben
drive, driving a truck, fahren, einen Lastwagen fahren
drive, driving a vehicle, fahren, ein Fahrzeug fahren
drive, driving a herd of camels, treiben, eine Herde Kamele treiben
eat, eating an apple, essen, einen Apfel essen
eat, eating soup, essen, Suppe essen
eat, eating pasta, essen, Pasta essen
eat, eating dinner with family, essen, mit der Familie zu Abend essen
eat, eating sandwich, essen, ein belegtes Brot essen
eat, eating like a pig, fressen, wie ein Schwein fressen
eat, dogs eating, fressen, Hunde fressen
eat, eating grass, fressen, Gras fressen
eat, eating with chopsticks, essen, mit Stäbchen essen
fix, fixing dinner, machen, Abendessen machen
fix, fixing lunch, machen, Mittagessen machen
fix, fixing a bulb, reparieren, eine Birne reparieren
fix, fixing light bulb, reparieren, eine Glühbirne reparieren
fix, fixing bicycle, reparieren, ein Fahrrad reparieren
fix, fixing the road, ausbessern, die Straße ausbessern
fix, fixing a tent, ausbessern, ein Zelt ausbessern
fix, fixing hair, frisieren, die Haare frisieren
fix, fixing dress, ausbessern, ein Kleid ausbessern
fix, fixing a tire, reparieren, einen Reifen reparieren
fix, fixing a ceiling, ausbessern, die Decke ausbessern
chop, chopping trees, fällen, Bäume fällen
chop, chopping wood, fällen, Holz fällen
chop, chopping tomatoes, schneiden, Tomaten schneiden
chop, chopping onion, schneiden, eine Zwiebel schneiden
chop, chopping with axe, fällen, mit der Axt fällen
chop, chopping firewood, fällen, Feuerholz fällen
chop, chopping meat, schneiden, Fleisch schneiden
chop, chopping garlic, schneiden, Knoblauch schneiden
press, pressing clothes, bügeln, Kleider bügeln
press, pressing lips, pressen, Lippen zusammen pressen
press, pressing button, drücken, den Knopf drücken
press, pressing the pedal, runterdrücken, das Pedal runterdrücken
press, press out juice, ausdrücken, den Saft ausdrücken
press, man pressing fruit,pressen, ein Mann presst eine Frucht aus
press, pressing hands together, pressen, die Hände zusammen pressen
press, pressing enter, drücken, Enter drücken
press, pressing massage,  durchführen, eine Druckmassage durchführen
press, pressing bell, drücken, die Klingel drücken
press, pressing plunger, drücken, den Kolben drücken
press, pressing dough, drücken, den Teig drücken
press, pressing forehead, drücken, die Stirn drücken
press, pressing cheek, drücken, die Backe drücken
talk, talking to audience, vortragen, vor Publikum vortragen
talk, talking to friend, reden, mit einem Freund reden
talk, talking to each other, reden, miteinander reden
talk, talking at conference, vortragen, auf einer Konferenz vortragen
talk, talking baby, reden, ein Baby redet
tear, tearing a paper, zerreissen, ein Papier zerreissen
tear, her eyes tearing, tränen, ihre Augen tränen
tear, babies eyes tearing, tränen, die Augen des Babys tränen
tear, tearing apart meat, auseinanderreißen, Fleisch auseinanderreißen
tear, tearing shirt, einreißen, ein Hemd einreißen
tear, tearing down wall, abreißen, die Wand abreißen
tear, tearing down building, abreißen, das Gebäude abreißen
tear, tearing a plastic bag, einreißen, eine Plastiktüte einreißen
tear, tearing a contract, zerreissen, einen Vertrag zerreissen
whip, whipping eggs, schlagen, Eier schlagen
whip, whipping a horse, pietschen, ein Pferd peitschen
whip, whipping a man, pietschen, einen Mann peitschen
whip, whipping a woman, pietschen, eine Frau peitschen
whip, whiping a student, pietschen, einen Schüler peitschen
whip, whipping in the wind, pietschen, im Wind peitschen
whip, whipping cream with whisk, schlagen, Sahne mit einem Schneebesen schlagen
run, running river water, fließt, Flusswasser fließt
run, running a race, laufen, ein Rennen laufen  
run,running in the rain, laufen, im Regen laufen
run, running a marathon, laufen, einen Marathon laufen
run, scientist running an experiment, durchführen, ein Experiment durchführen 
run, running down stairs, laufen, die Treppe runter laufen
run, tear runnning down his cheecks, laufen, Tränen laufen seine Wangen runter
run, running a wire, verlegen, ein Kabel verlegen
run, running fingers through hair, ziehen, die Finger durchs Haar ziehen
run, running nose, läufen, die Nase läuft
run, run into a wall, laufen, in eine Wand laufen
run, running into fire, laufen, in ein Feuer laufen
run, run into each other, begegnen, sich begegnen
block, blocking the streets, blockieren, die Straßen blockieren
block, block the path, blockieren, den Weg blockieren
block, block the wind, abblocken, den Wind abblocken
block, block the view, verdecken, die Aussicht verdecken
block, block the basketball shot, abblocken, den Basketball-Schuß abblocken
block, animals blocking the road, blockieren, Tiere blockieren die Straße
block, blocking the face with hand, verdecken, das Gesicht mit der Hand verdecken 
block, blocking the ears, abdecken, die Ohren abdecken
block, blocking a football player with the hand, abblocken, einen Fußballspieler mit der Hand abblocken
block, blocking an opponent in boxing, abblocken, einen Gegner beim Boxen abblocken
brush, brushing hair, bürsten,  Haare bürsten
brush, brushing teeth, putzen, Zähne putzen
brush, kids brushing teeth, putzen, Kinder putzen Zähne
brush, brushing floor, fegen, den Boden fegen
brush, brushing bread, einpinseln, das Brot einpinseln
brush, brushing dough, einpinseln, Teig einpinseln
brush, brushing with butter, einpinseln, mit Butter einpinseln
brush, brushing meat with sauce, einpinseln, Fleisch mit Soße einpinseln
brush, brushing wall, anstreichen, die Wand anstreichen
brush, brushing the paint, verstreichen, die Farbe verstreichen
brush, brushing horse, striegeln, das Pferd striegeln
brush, brushing cat fur, bürsten, das Fell der Katze bürsten
brush, brush off the dust, abbürsten,  den Staub abbürsten
brush, brushing off shoulder, abbürsten, die Schulter abbürsten
brush, brushing off hands, abbürsten, die Hände abbürsten
break, breaking eggs, zerbrechen, Eier zerbrechen
break, breaking car window, zerbrechen, Autofenster zerbrechen
break, breaking door, aufbrechen, eine Tür aufbrechen
break, breaking wall, abbrechen, eine Wand abbrechen
break, breaking bread, brechen, Brot brechen
break, breaking chains, zerbrechen, Ketten zerbrechen
break, breaking contract, brechen, eine Vertrag brechen
break, breaking prawns, aufbrechen, Krabben aufbrechen
break, breaking into a house, einbrechen, in ein Haus einbrechen
break, break into pieces, brechen, in Stücke brechen
break, breaking into safe, einbrechen, in einen Safe einbrechen
break, breaking down into tears, zusammenbrechen, in Tränen zusammenbrechen
break, breaking into laughter, ausbrechen, in Gelächter ausbrechen
beg, begging for food, betteln, um Essen betteln
beg, begging for money, betteln, um Geld betteln
beg, begging for mercy, anflehen, um Gnade anflehen
beg, begging in the streets, betteln, auf der Straße betteln
beg, begging forgiveness on knees, anflehen, auf Knieen um Vergebung anflehen
beg, begging for a job, betteln, um eine Arbeit betteln
beg, begging for peace, anflehen, um Frieden anflehen
beg, begging for help, betteln, um Hilfe betteln
block, blocking the streets, blockieren, die Straßen blockieren
block, block the path, blockieren, den Weg blockieren
block, block the wind, abblocken, den Wind abblocken
block, block the view, verdecken, die Aussicht verdecken
block, block the basketball shot, abblocken,  den Basketball-Schuß abblocken
block, animals blocking the road, blockieren, Tiere blockieren die Straße
block, blocking the face with hand, verdecken, das Gesicht mit der Hand verdecken 
block, blocking the ears, abdecken, die Ohren abdecken
block, blocking a football player with the hand, abblocken, einen Fußballspieler mit der Hand abblocken
block, blocking an opponent in boxing, abblocken, einen Gegner beim Boxen abblocken
catch, bird catching fish, fangen, ein Vogel fängt Fisch
catch, bear catching fish, fangen, ein Bär fängt Fisch
catch, dog catching a ball, fangen, ein Hund fängt einen Ball
catch, catching a football, fangen, einen Fußball fangen
catch, catching a train, erreichen, einen Zug erreichen
catch, catching a bus, erreichen, einen Bus erreichen
catch, house caught on fire, fangen, das Haus fängt Feuer
catch, caught fire, fangen, fängt Feuer
catch, catching bouquet, fangen, einen Blumenstrauß fangen
catch, caught shoplifting, erwischen, beim Ladendiebstahl erwischt
catch, police catching a thief, fangen, die Polizei fängt einen Dieb
check, checking out, abmelden, sich abmelden
check, checking his watch, schauen, auf seine Uhr schauen 
check, checking time, schauen, nach der Zeit schauen 
check, checking makeup, überprüfen, das Makeup überprüfen
check, checking height, überprüfen, die Höhe überprüfen
check, checking fever, schauen, nach dem Fieber schauen
check, doctor checking patient, schauen, der Arzt schaut nach dem Patienten
check, checking messages, abrufen, Nachrichten abrufen
check, checking tire, überprüfen, den Reifen überprüfen
check, checking the map, nachschauen, auf der Karte nachschauen 
check, checking for injuries, schauen, nach Verletzungen schauen
check, checking off boxes, abhaken, die Kisten abhaken
check, checking off list, abhaken, die Liste abhaken
check, checking bags for security, überprüfen, Taschen auf Sicherheit überprüfen
clear, clearing snow, räumen, Schnee räumen
clear, clearing the road, freiräumen, die Straße freiräumen
clear, clearing desk, aufräumen, die Schreibtisch aufräumen
clear, clearing traffic, räumen, den Verkehr räumen
clear, clearing the rubble, wegräumen, das Geröll wegräumen
clear, clearing eyes, reinigen, die Augen reinigen
clear, clearing rubbish, wegräumen, den Abfall wegräumen
clear, clear the table, abräumen, den Tisch abräumen
climb, climbing a mountain, steigen, auf einen Berg steigen
climb, climbing a tree, klettern, auf einen Baum klettern
climb, climbing rocks, klettern, auf einen Felsen klettern
climb, climbing a wall, klettern, auf einen Mauer klettern
climb, climbing up stairs, hochsteigen, eine Treppe hochsteigen
climb, climbing up ladder, hochsteigen, eine Leiter hochsteigen
climb, climbing a fence, klettern, über einen Zaum klettern
climb, climbing a rope, klettern, auf ein Seil klettern 
climb, climbing a cage, klettern, aus einem Käfig klettern
climb, climbing up hill, steigen, auf einen Hügel steigen
climb, climbing the gate, klettern, über das Tor klettern
cover, covering with blanket, bedecken, mit einer Decke bedecken
cover, covering mare, decken, eine Stute decken
cover, horse covering mare, decken, ein Pferd deckt eine Stute
cover, cover head with scarf, bedecken, den Kopf mit einem Schal bedecken
cover, covering mouth, zuhalten, den Mund zuhalten
cover, covering ears, zuhalten, die Ohren zuhalten
cover, covering food, abdecken, das Essen abdecken
cover, backyard covered with snow, bedecken, der Hinterhof ist mit Schnee bedeckt
cover, covered with flowers, bedecken, mit Blumen bedeckt
cover, covering eyes, zuhalten, die Augen zuhalten
crawl, soldier crawling under the fence, kriechen, ein Soldat kriecht under dem Zaun durch
crawl, crawling along riverbed, kriechen, am Flußbett entlang kriechen
crawl, crawling baby, krabbeln, ein Baby krabbelt
crawl, people crawling, kriechen, Leute kriechen
crawl, insects crawling on leaves, krabbeln, Insekten krabbeln auf Blättern
crawl, traffic crawls during rush hour, währen,  der Verkehr ist während der Stoßzeit zähflüssig, ?
crawl, cheese crawling with maggots, krabbeln, Maden krabbeln auf dem Käse
crawl, cat crawling under door, kriechen, die Katze kriecht unter der Tür durch
crawl, baby crawling in park, krabbeln, das Baby krabbelt im Park
crawl, crawling up a mountain, hochkrabbeln, einen Berg hochkrabbeln
crawl, people crawling on stairs, kriechen, Leute kriechen auf der Treppe
cut, cutting trees , fällen, Bäume fällen
cut, cutting into pieces, schneiden, in Stücke schneiden
cut, cutting vegetables, schneiden, Gemüse schneiden
cut, cutting grass, schneiden, Gras schneiden
cut, cutting diamonds, schleifen, Diamanten schleifen
cut, cutting throat, durchschneiden, die Kehle durchschneiden
cut, cutting hair, schneiden, Haare schneiden
cut, cutting with scissors, schneiden, mit der Schere schneiden
cut, cutting paper, schneiden, Papier schneiden
cut, cutting a deck of cards, coupieren, Karten coupieren
cut, cutting a rope, durchschneiden, ein Seil durchschneiden
cut, cutting bushes, beschneiden, Büsche beschneiden
cut, cutting with scalpel, schneiden, mit einem Skalpell schneiden
cut, cutting nails, schneiden, Nägel schneiden 
cut, cutting stone, schneiden, Stein schneiden
cut, cutting metals, schneiden, Metall schneiden
destroy, fire destroying house, zerstören, Feuer zerstört ein Haus
destroy, hurricane destryoing homes, zerstören, ein Hurricane zerstört Häuser
destroy, destroying bridge, zerstören, eine Brücke zerstören
destroy, destroying buildings, zerstören, Gebäude zerstören
destroy, destroying things, zerstören, Sachen zerstören
destroy, destroying with bomb, zerstören, mit einer Bombe zerstören
destroy, destroying paper evidence, vernichten, Beweispapiere vernichten
destroy, destroying paper, vernichten, Beweispapiere vernichten
destroy, destroying data, vernichten, Daten vernichten
destroy, destroying crops, vernichten, Ernte vernichten
destroy, destroying statue, zerstören, eine Statue zerstören
distribute, distributing leaflets, verteilen, Flugblätter verteilen
distribute, distributing food, verteilen, Nahrungsmittel verteilen
distribute, distributing water, verteilen, Wasser verteilen 
distribute, distributing books, verteilen, Bücher verteilen
distribute, distributing seeds, aussähen, Samen aussähen
distribute, distributing cards, austeilen, Karten austeilen
distribute, distributing sweets, verteilen, Süßigkeiten verteilen
distribute, distributing drinks, verteilen, Getränke verteilen
distribute, distributing packages, zustellen, Pakete zustellen
distribute, distributing newspapers, zustellen, Zeitungen zustellen
fly, pilot flying an airplane, fliegen, ein Pilot fliegt ein Flugzeug
fly, pilot flying an helicopter, fliegen, ein Pilot fliegt einen Hubschrauber
fly, flying a parachute, benutzen, einen Flallschirm benutzen
fly, flying in an airplane, fliegen, ein Flugzeug fliegen
fly, flying in an helicopter, fliegen, einen Hubschrauber fliegen
fly, passengers flying in an airplane, fliegen, Passagiere fliegen mit dem Flugzeug
fly, flying kites, steigen, einen Drachen steigen lassen
fly, birds flying in the air, fliegen, Vögel fliegen in der Luft
fly, flying flags, hissen, Fahnen hissen
fly, people flying laterns, steigen, Leute lassen Laternen steigen
fly, children flying kites, steigen, Kinder lassen Drachen steigen
grind, grinding maize, mahlen, Mais mahlen
grind, grinding corn, mahlen, Getreide mahlen
grind, grinding in mortar, zerkleinern, im Mörser zerkleinern
grind, grinding the cane, zerkleinern, das Rohr zerkleinern
grind, grinding coffee, mahlen, Kaffee mahlen
grind, grinding lenses, schleifen, Linsen schleifen
grind, grinding glass, schleifen, Glass schleifen
grind, grinding with pestle, zerkleinern, mit dem Stößel zerkleinern
grind, grinding seeds, zerkleinern, Samen zerkleinern
grind, grinding teeth, knirschen, mit den Zähnen knirschen
grind, grind teeth in sleep, knirschen, im Schlaf mit den Zähnen knirschen
grind, grinding dance, engen, enger Tanz
grind, grinding metal, schleifen, Metall schleifen
grind, grinding an axe, schleifen, eine Axt schleifen
haul, hauling wood, transportieren, Holz transportieren
haul, hauling soil, transportieren, Erde transportieren
haul, hauling cars, transportieren, Autos transportieren
haul, hauling stone, transportieren, Stein transportieren
haul, hauling oil, transportieren, Öl transportieren
haul, hauling up the stairs, schleppen, die Treppe hoch schleppen
haul, elephants hauling logs, schleppen, Elefanten schleppen Baumstämme
haul, camels hauling food, schleppen, Kamele schleppen Essen
haul, horses hauling goods, schleppen, Pferde schleppen Waren 
haul, donkeys hauling supplies, schleppen, Esel schleppen Nachschub
lay, laying eggs, legen, Eier legen
lay, laying on bed, liegen, auf dem Bett liegen
lay, lay on sofa, liegen, auf dem Sofa liegen
lay, laying on ground, liegen, auf dem Boden liegen
lay, bird laying eggs, legen, ein Vogel legt Eier
lay, laying trap, legen, eine Falle legen
lay, laying foundation, legen, die Grundlagen legen
lay, lay fire, legen, Feuer legen
lay, laying baby in crib, legen, ein Baby in eine Krippe legen
lay, laying bricks, mauern, mauern
lay, lay in the sun, liegen, in der Sonne liegen
lay, laying thge cable, verlegen, Kabel verlegen
lay, laying pipes, verlegen, Rohre verlegen
lay, laying tiles, verlegen, Kacheln verlegen
dive, diving under sea, tauchen, unter Wasser tauchen
dive, diving into air, springen, in die Luft springen
dive, diving into field, landen, in einem Feld landen
dive, diving off cliff, springen, über ein Klippe springen
dive, diving into valley, springen, in ein Tal springen
dive, diving from sky, fallen, vom Himmel fallen
dive, diving into pool, springen, in einen Pool springen
dive, birds diving, tauchen, Vögel tauchen ab
drill, drilling military troops, exerzieren, militärische Truppen exerzieren
drill, drilling navy, exerzieren, die Marine exerziert
drill, drilling holes, bohren, Löcher bohren
drill, drilling wood, bohren, Holz bohren
drill, drilling metal, bohren, Metall bohren
drill, drilling wells, bohren, Quellen bohren
drill, drilling for oil, bohren, nach Öl bohren
drill, drilling gas, bohren, nach Gas bohren
drip, drippping with blood, überströmen, mit Blut überströmt
drip, dripping with dew, gebaden, in Tau gebadet 
drip, dripping with oil, überströmen, mit Öl überströmt
drip, dripping massage, tropfen, tropfende Massage
drip, dripping sweat, überströmen, mit Schweiß überströmt
drip, dripping chocolate from spoon, tropfen, Schokolade von einen Löffel tropfen
drip, sink dripping, tropfen, Waschbecken tropft
drip, honey dripping, tropfen, Honig tropft
drip, dripping from the ceiling, tropfen, tropft von der Decke
move, people moving boxes, tragen, Leute tragen Kisten
move, people moving houses, ziehen, Leute ziehen um
move, moving furniture, tragen, Leute tragen Möbel
move, moving troops, verschieben, Truppen verschieben
move, moving people, umziehen, Leute umziehen
move, moving a boat, wegfahren, ein Boot wegfahren
move, moving in a vehicle, umziehen, in einem Fahrzeug umziehen
move, horse moving a carriage, ziehen, Pferde ziehen eine Kutsche
move, moving hands, bewegen, Hände bewegen
mount, mount on stairs, steigen,auf die Treppe steigen
mount, mounting on a horse, steigen, auf ein Pferd steigen
mount, man mounting a ladder, steigen, auf eine Leiter steigen
mount, riders mounting on elephant, steigen, Reiter steigen auf einen Elefanten
mount, mounting an elephant, steigen, auf einen Elefanten steigen
mount, horse mounting a mare, decken, ein Pferd deckt eine Stute
mount, bull mounting a cow, decken, ein Bulle deckt eine Kuh
pay, paying tribute at a funeral, bekunden, bei einer Beerdigung Beileid bekunden
pay, paying respect, bekunden, Respekt bekunden
pay, paying the money, bezahlen, das Geld bezahlen
pay, paying for food, bezahlen, Essen bezahlen
pay, paying cash, bezahlen, bar bezahlen
pay, paying the bill, bezahlen, die Rechnung bezahlen
pay, paying attention in class, aufpassen, in der Klasse aufpassen
pay, paying attention in lecture, aufpassen, in der Vorlesung aufpassen
pay, paying at a market, bezahlen, auf dem Markt bezahlen
pay, paying homage, bekunden, Respekt bekunden
place, placing order in restaurant, bestellen, im Restaurant bestellen
place, placing a call, machen, einen Anruf machen
place, placing a bet, eingehen, eine Wette eingehen
place, placing in the oven, stellen, in den Ofen stellen
place, placing concrete, gießen, Beton gießen
place, placing the flowers, aufstellen, die Blumen aufstellen
place, placing glass on table, stellen, das Glass auf den Tisch stellen
place, placing food in fridge, stellen, Essen in den Kühlschrank stellen
place, placing flowers on grave, stellen, Blumen auf das Grab stellen
place, placing flowers in vase, stellen, Blumen in eine Vase stellen
place, placing a ring, plazieren, einen Ring plazieren
release, releasing the button, loslassen, den Knopf loslassen
release, train release the steam, lassen, der Zug lässt Dampf ab
release, releasing prisoners, freilassen, Gefangene freilassen
release, releasing the mouse, loslassen, die Maus loslassen
release, releasing the arrow, loslassen, den Pfeil loslassen
release, releasing the ball, loslassen, den Ball loslassen
release, releasing a bird, freilassen, den Vogel freilassen
release, releasing a fish, freilassen, den Fisch freilassen
release, releasing balloons, lassen, Ballons fliegen lassen
release, releasing bombs, abwerfen, Bomben abwerfen
release, releasing sky lanterns, lassen, Laternen steigen lassen
